Field,teff,logg,alpha_m,feh,TEFF,TEFF_PredictDecoded,alpha_predict,LOGG_Predict,FEH_Predict,colors,sizes
SPLUS-n01s28_000002570,5093.36,3.818,0.359737,-0.383,-0.702522655350978,5270.443,0.24446757,3.9619317,-0.26287138,0.2670240980383191,-0.8020654044750426
SPLUS-n02n20_000009748,5741.6,4.451,0.240023,-0.202,-0.11974072209436049,5730.2695,0.23108424,4.2465153,-0.23626357,0.41523389272486183,0.28743545611015353
SPLUS-s02s13_000009158,5094.75,4.592,0.345988,-0.286,-0.7012730149597237,5144.0103,0.27780282,4.599111,-0.25986192,0.26734189949243226,0.5301204819277094
SPLUS-n02n25_000004414,5662.69,4.123,0.447946,-0.239,-0.19068253739930974,5673.629,0.21833886,4.285766,-0.32634503,0.3971923727651012,-0.27710843373493965
SPLUS-s02s12_000004063,5794.89,4.207,0.262685,-0.423,-0.07183184695051725,5724.9043,0.28043723,4.0532618,-0.5016345,0.427417806026796,-0.13253012048192847
SPLUS-n02n26_000002148,6272.68,4.059,-0.126913,-0.411,0.3577118095512084,6250.8433,0.027575158,4.1640086,-0.3785117,0.5366569116100416,-0.387263339070568
SPLUS-s02s08_000014269,5784.37,4.571,0.158976,0.165,-0.08128955696202489,5446.067,0.35155275,4.404773,-1.0989677,0.4250125748776808,0.49397590361445687
SPLUS-n05n53_000003972,5953.85,4.456,0.177896,0.027,0.07107666858458028,5814.729,0.08808883,4.1364493,-0.06965395,0.46376148886551743,0.29604130808950124
SPLUS-n01s18_000003840,5911.89,4.058,0.245084,-0.925,0.03335371116225616,5942.373,0.14918499,4.0961814,-0.9649424,0.45416800036581473,-0.3889845094664377
SPLUS-n05n54_000001695,5157.42,4.681,0.268042,-0.272,-0.6449313147295737,5174.146,0.29308742,4.5366273,-0.49138144,0.2816704010242811,0.6833046471600692
SPLUS-s02s10_000004094,5954.67,4.374,0.016206,-0.12,0.07181386651323418,5853.155,0.13502334,4.2177,-0.18338218,0.4639489688600303,0.15490533562822595
SPLUS-n07s38_000010457,5756.71,4.304,0.168531,-0.069,-0.10615650172612145,5742.0537,0.09258459,4.019331,-0.043437652,0.41868855457496923,0.03442340791738374
SPLUS-n02s27_000000863,5691.74,4.096,0.24559,-0.399,-0.16456595224395887,5708.0435,0.30175203,4.1305084,-0.44079062,0.4038341945219259,-0.3235800344234079
SPLUS-n02n44_000008983,5800.58,4.249,0.153026,-0.459,-0.06671641254315297,5815.4546,0.17911725,4.217605,-0.34507188,0.4287187342814029,-0.060240963855422436
SPLUS-n01s27_000007818,5757.74,4.324,0.342006,-0.818,-0.10523050920598376,5795.412,0.26024926,4.2155404,-0.6181861,0.41892404773880837,0.06884681583476748
SPLUS-n03s44_000008547,5154.65,4.591,0.438369,-0.394,-0.6474216052934407,5267.439,0.24444307,4.3717227,-0.2502276,0.2810370844574512,0.5283993115318415
SPLUS-s02s12_000004573,5569.12,3.825,0.236255,-0.683,-0.2748040132336014,5684.316,0.31107694,4.038944,-0.6375008,0.3757990763180759,-0.7900172117039581
SPLUS-n03s22_000004298,5796.88,4.033,0.030918,-0.001,-0.07004279344073616,5824.0645,0.068827584,4.119885,-0.13206193,0.4278727879646989,-0.4320137693631665
SPLUS-n05s03_000021958,6292.65,4.168,-0.058956,-0.248,0.3756652761795163,6225.8135,0.01957297,4.0872135,-0.34728816,0.5412227353788466,-0.19965576592082623
SPLUS-s02s02_000001061,5405.89,4.549,0.193931,-0.213,-0.4215513521288834,5413.974,0.26795587,4.478934,-0.24156001,0.33847912570305005,0.45611015490533546
SPLUS-s02s02_000010791,6591.87,4.218,0.009418,-0.415,0.6446705983889531,6540.0884,0.06190896,4.1392,-0.4242787,0.6096346426448397,-0.11359724612736688
SPLUS-n02s28_000012649,5638.33,4.359,0.052017,0.095,-0.21258271001150764,5691.1445,0.10459606,4.202183,0.079568245,0.39162284512323375,0.12908777969018903
SPLUS-n01s24_000002804,6035.77,3.976,0.114718,-0.232,0.1447245397008059,6104.7266,0.03781496,4.142671,-0.6041592,0.48249119758562353,-0.5301204819277112
SPLUS-n05n55_000003601,5774.57,4.354,0.271383,-0.145,-0.0900999712313002,5723.694,0.23776157,4.2489095,-0.2581865,0.42277196030911335,0.1204819277108431
SPLUS-n02n01_000009344,5553.76,4.008,-0.005614,0.235,-0.2886129890678939,5578.4023,0.055663567,4.0065274,0.21796721,0.37228725593305595,-0.47504302925989705
SPLUS-n02s22_000004767,5940.09,4.039,-0.01958,-0.101,0.05870612773302675,5898.6914,0.04446383,4.114716,-0.08846465,0.4606154831039371,-0.4216867469879526
SPLUS-n03s25_000000941,6026.01,4.054,-0.096674,-1.203,0.1359500863060994,6205.2803,0.04189124,4.1135373,-1.0183998,0.48025972838264214,-0.3958691910499139
SPLUS-n01s28_000008476,5587.93,3.927,0.220268,-0.248,-0.25789341196777826,5644.473,0.2688876,4.256156,-0.24141443,0.38009968448488746,-0.6144578313253009
SPLUS-n03s21_000009278,5668.42,4.478,0.134334,-0.154,-0.18553114211737576,5700.6484,0.23816618,4.240371,-0.22937176,0.39850244638529436,0.33390705679862265
SPLUS-n02s38_000009757,5706.42,4.158,0.337503,-0.811,-0.15136831127732986,5823.359,0.247615,4.0947943,-0.6651973,0.40719054369198415,-0.2168674698795181
SPLUS-n01s25_000006256,5412.3,4.513,0.226266,-0.215,-0.4157886219792859,5458.152,0.28468263,4.4676747,-0.25993598,0.3399446705382049,0.3941480206540442
SPLUS-n02s24_000002336,5387.88,4.303,0.355242,-0.305,-0.43774273590333657,5550.577,0.29274535,4.3520017,-0.23445982,0.33436142484795844,0.03270223752151402
SPLUS-s02s12_000001277,5569.33,4.127,0.156162,0.127,-0.2746152186421176,5581.8447,0.14669824,4.146775,0.066219404,0.3758470894874022,-0.27022375215146344
SPLUS-n04s42_000004194,5732.49,4.376,0.193206,0.075,-0.12793081127732986,5680.761,0.14469756,4.311189,0.028095067,0.41315103571265266,0.1583476764199654
SPLUS-n01s22_000001110,6108.83,4.221,-0.027995,-0.555,0.21040707710011564,6137.085,0.029910874,4.1257215,-0.5334828,0.499195207828433,-0.1084337349397595
SPLUS-n04s44_000006143,5217.99,4.593,0.196498,-0.174,-0.5904775604142696,5224.7354,0.16164446,4.585243,-0.06673623,0.29551877086286515,0.5318416523235792
SPLUS-n01s25_000004183,6036.54,3.987,0.376806,-1.857,0.14541678653624857,6011.2466,0.18073234,4.0292377,-1.8740036,0.48266724587315374,-0.5111876075731496
SPLUS-n02s38_000011175,6030.49,4.201,0.097254,-1.204,0.13997770425776768,6008.4976,0.12100498,4.0790086,-1.3585082,0.48128400932827287,-0.14285714285714413
SPLUS-n01s19_000010495,5518.96,4.419,0.314876,-0.405,-0.3198989499424627,5445.811,0.27852446,4.319119,-0.38445067,0.3643307878732452,0.23235800344233937
SPLUS-n03s25_000008071,5734.97,4.051,0.258055,-0.588,-0.1257012370540851,5810.1016,0.25928408,4.08261,-0.57194984,0.4137180483789839,-0.4010327022375213
SPLUS-s02s04_000008287,5650.45,4.005,0.33894,-0.418,-0.201686565017261,5567.315,0.25764278,4.0714355,-0.32895964,0.3943938908957886,-0.48020654044750444
SPLUS-n01s25_000007269,5721.33,4.169,0.383186,-0.639,-0.1379638952819331,5778.7197,0.29773295,4.1361566,-0.60233915,0.4105994787141616,-0.1979345955249583
SPLUS-s02s15_000006332,5675.84,4.309,0.352006,-0.904,-0.17886039988492453,5638.4004,0.3446567,4.0937433,-0.7686934,0.4001989117014954,0.04302925989672968
SPLUS-n02n18_000007922,5775.27,4.243,0.451035,-0.564,-0.08947065592635184,5789.81,0.29276508,4.112559,-0.75211734,0.4229320042068682,-0.07056798623063631
SPLUS-n01s26_000008085,5192.59,3.871,0.36367,-0.459,-0.6133127157652476,5332.475,0.2949883,3.964682,-0.3327507,0.28971146371576195,-0.7108433734939759
SPLUS-n06s40_000004492,5486.27,4.332,0.109432,0.33,-0.349287974683544,5524.7476,0.119278334,4.2102613,0.19177446,0.3568567378480955,0.0826161790017208
SPLUS-n03s18_000011927,5579.66,4.358,0.300074,-1.244,-0.2653283227848098,5713.386,0.31316653,4.2142167,-1.0373358,0.37820888014998405,0.1273666092943193
SPLUS-n01s24_000007067,5753.05,4.116,0.288015,-0.518,-0.10944692174913673,5804.2266,0.26169738,4.1211443,-0.5261011,0.41785175362385113,-0.289156626506025
SPLUS-n07s38_000006387,5953.06,3.957,0.06691,-1.488,0.07036644131185366,6056.445,0.07305572,4.0303245,-1.387292,0.4635808678951943,-0.5628227194492261
SPLUS-n02n28_000001967,5623.58,4.001,0.347936,-0.271,-0.22584328250863095,5702.162,0.27086228,4.0533495,-0.3239316,0.38825049156340014,-0.48709122203098065
SPLUS-n01s38_000002819,5369.26,4.537,0.028812,0.186,-0.45448252301495984,5286.6714,0.13742477,4.559117,-0.04252012,0.3301042571676802,0.43545611015490504
SPLUS-n02n27_000008647,5320.22,4.702,0.160585,-0.345,-0.49857055523590343,5370.403,0.26600838,4.510535,-0.35731637,0.31889203895925733,0.7194492254733209
SPLUS-n04n01_000012125,5734.83,4.152,0.354664,-0.495,-0.12582710011507459,5722.1426,0.16109627,4.085218,-0.57148075,0.413686039599433,-0.22719449225473287
SPLUS-n03s20_000001290,6078.87,3.941,-0.095732,-1.335,0.18347238204833172,6168.3296,0.16349904,4.1126103,-1.3750306,0.492345329004527,-0.5903614457831328
SPLUS-n02s26_000009439,6100.06,4.139,0.132433,-1.088,0.2025226553509789,6092.8335,0.08436833,4.1326337,-1.0030423,0.49719008642370494,-0.24956970740103213
SPLUS-n01s01_000015127,5667.75,4.335,0.025912,0.059,-0.18613348676639774,5696.3765,0.14171536,4.1925707,0.023618184,0.398349261511729,0.08777969018932819
SPLUS-n02n28_000001603,5281.76,4.483,0.168399,-0.352,-0.5331469361334866,5355.9443,0.29579625,4.5096297,-0.29135254,0.3100987699483287,0.3425129087779677
SPLUS-n03s44_000007785,5634.07,4.282,0.434251,-0.596,-0.2164125431530497,5719.587,0.27081951,4.0215454,-0.45284095,0.39064886368832585,-0.003442340791738552
SPLUS-n02n23_000000721,5550.28,4.41,0.468418,-0.795,-0.29174158515535087,5584.1963,0.36081964,4.214858,-0.845841,0.37149160912707485,0.2168674698795181
SPLUS-n01s20_000008735,5981.73,4.362,0.136823,-0.45,0.09614139815880307,5887.6704,0.23297305,4.0446124,-0.6711249,0.4701358086789518,0.13425129087779641
SPLUS-s02s01_000008443,5585.23,4.024,0.010082,0.319,-0.26032077100115103,5581.66,0.10846319,4.1137676,0.17619178,0.3794823723078329,-0.4475043029259895
SPLUS-n01s28_000001062,5920.96,4.074,-0.018285,-0.797,0.04150783947065584,6016.3384,0.09769503,4.164443,-0.53614354,0.45624171201243763,-0.3614457831325302
SPLUS-s02s22_000007798,5993.7,4.288,0.028766,0.082,0.10690268987341778,5860.374,0.04823625,4.093352,-0.03773828,0.4728725593305592,0.006884681583477104
SPLUS-s02s02_000008149,5123.88,4.71,0.117495,-0.001,-0.6750845080552361,5303.7266,0.11158512,4.4601297,0.2832602,0.27400201198042884,0.7332185886402751
SPLUS-n02s23_000011986,5061.48,4.697,0.095811,-0.127,-0.7311834723820487,5172.66,0.10695476,4.5973325,0.09696805,0.2597352416662855,0.7108433734939759
SPLUS-s02s10_000001495,5402.7,4.293,0.21524,-0.141,-0.42441923187571895,5494.05,0.24328616,4.43343,-0.19793421,0.3377497827975674,0.015490533562823039
SPLUS-n03s22_000002620,5774.57,4.22,0.262128,-0.557,-0.0900999712313002,5817.6343,0.24605833,4.1872764,-0.58190495,0.42277196030911335,-0.11015490533562922
SPLUS-n01s27_000004006,5191.8,4.708,0.052128,-0.147,-0.6140229430379742,5265.1396,0.1420132,4.57962,-0.039266154,0.28953084274543883,0.7297762478485375
SPLUS-n02n28_000000043,5102.6,4.718,0.112768,-0.303,-0.6942156933256616,5215.707,0.2754844,4.5013385,-0.4931043,0.26913667748868264,0.7469879518072275
SPLUS-n02n25_000002498,5442.81,4.341,0.113771,-0.093,-0.38835946490218554,5538.5044,0.17362143,4.397783,-0.04051798,0.3469202981389183,0.09810671256454384
SPLUS-n02n28_000007694,6305.39,3.89,0.028863,-0.335,0.38711881472957455,6372.963,0.019657565,4.0658774,-0.41526136,0.5441355343179843,-0.678141135972461
SPLUS-n02s27_000004610,5875.65,4.337,0.352615,-0.927,0.0007731588032218184,5844.662,0.23248623,4.1673465,-0.8646211,0.4458822991449082,0.09122203098106674
SPLUS-n02n19_000001014,4948.7,4.699,0.195984,-0.372,-0.832575158227848,5111.8765,0.20656116,4.4992633,-0.3503001,0.2339498833965888,0.7142857142857135
SPLUS-n01s38_000005546,5604.54,4.213,0.313565,-0.252,-0.24296065880322182,5702.6543,0.15751527,4.1331096,-0.08259137,0.3838972975444694,-0.12220309810671282
SPLUS-n02n25_000003732,5855.85,4.099,0.390643,-1.438,-0.017027474108170182,5913.9556,0.20930134,4.0999537,-1.5315307,0.4413553431798436,-0.3184165232358005
SPLUS-n03s18_000012629,5472.01,4.498,0.150743,-0.103,-0.36210802646720364,5480.8096,0.15290348,4.3965564,0.030860469,0.35359641501669026,0.3683304647160064
SPLUS-n01s38_000002451,5722.1,4.177,-0.06147,0.24,-0.13727164844648954,5751.307,0.065427326,4.0951996,0.030703172,0.410775527001692,-0.18416523235800408
SPLUS-n04s01_000010906,5724.86,4.053,0.21791,-0.298,-0.13479034810126578,5720.874,0.2785438,4.106423,-0.38336414,0.4114065572271251,-0.39759036144578364
SPLUS-n01s38_000007235,5758.29,4.225,0.165522,-0.496,-0.10473604718066731,5789.128,0.24969432,4.1019115,-0.4443718,0.4190497965156157,-0.10154905335628328
SPLUS-n02s23_000023133,5607.74,4.0,0.32407,-0.24,-0.24008378883774473,5750.4717,0.13432729,4.2835684,-0.153873,0.3846289267913484,-0.4888123924268504
SPLUS-n02s21_000003900,5936.48,4.12,0.173658,-0.893,0.05546065880322182,5945.6943,0.18178327,4.111406,-0.90979445,0.4597901138598014,-0.28227194492254704
SPLUS-n01s23_000000767,5154.62,4.595,0.109818,-0.016,-0.6474485759493671,5170.559,0.1539468,4.611079,-0.11289756,0.28103022543326167,0.5352839931153177
SPLUS-n03s28_000010386,5582.67,4.42,0.25038,-0.538,-0.2626222669735325,5618.271,0.33761147,4.329481,-0.48981687,0.3788970689103297,0.2340791738382091
SPLUS-n01s22_000004033,5269.11,4.674,0.145366,0.003,-0.5445195627157657,5211.929,0.24322316,4.494971,-0.23368305,0.3072065480817594,0.6712564543889847
SPLUS-n02s19_000001624,5538.47,4.456,0.192615,-0.106,-0.30235903337169123,5509.2695,0.25749433,4.4315557,-0.19157127,0.3687914399378116,0.29604130808950124
SPLUS-n01s26_000006354,5457.96,4.355,0.396279,-0.54,-0.3747392836593786,5597.132,0.34172603,4.041094,-0.5991605,0.3503841053546115,0.12220309810671282
SPLUS-n02s23_000022614,6001.0,4.163,0.022008,-0.336,0.11346554948216347,5991.5127,0.061759606,4.1990886,-0.30854556,0.4745415885500022,-0.20826161790017217
SPLUS-n02n26_000000844,5896.68,3.99,0.572841,-1.954,0.019679588607595555,5831.138,0.21978384,4.098336,-1.5169803,0.4506904751017423,-0.5060240963855422
SPLUS-n02n44_000001719,6056.65,4.101,0.204115,-1.443,0.16349611622554683,5980.1436,0.19900633,4.094549,-1.478313,0.4872650784215099,-0.31497418244406195
SPLUS-s02s03_000014218,5615.59,4.29,0.228973,-0.51,-0.2330264672036817,5720.98,0.27407447,4.163817,-0.47730485,0.386423704787599,0.010327022375214767
SPLUS-n02s19_000003668,5882.51,4.336,-0.076982,-0.058,0.00694044879171507,5861.8,0.14481851,4.2315526,-0.26467946,0.44745072934290553,0.0895008605851979
SPLUS-s02s13_000006531,5511.17,3.922,0.436883,-0.255,-0.3269023302646721,5504.0107,0.30875307,3.952094,-0.43921465,0.36254972792537377,-0.6230636833046468
SPLUS-n01s26_000004389,6038.54,4.152,-0.081596,-0.028,0.14721483026467208,6020.0513,0.026590807,4.1619506,-0.05385527,0.4831245141524532,-0.22719449225473287
SPLUS-n02n26_000005268,6255.13,4.136,-0.027626,-1.622,0.3419339758342925,6120.3696,0.2202091,4.053703,-1.8171095,0.5326443824591888,-0.2547332185886404
SPLUS-n02n21_000005440,5672.89,4.308,0.124611,-0.138,-0.181512514384349,5677.698,0.2514199,4.2772636,-0.28281453,0.3995244409895287,0.04130808950085996
SPLUS-n02s20_000005076,5624.34,4.139,0.230551,-0.699,-0.22516002589182982,5750.492,0.21530442,4.256108,-0.5611623,0.38842425350953397,-0.24956970740103213
SPLUS-n03s21_000012615,5560.4,4.427,0.40238,-0.832,-0.28264348388952865,5688.2773,0.33382633,4.2643433,-0.57196754,0.37380538662033,0.24612736660929357
SPLUS-n03s22_000000333,6094.92,4.269,0.086258,-0.226,0.19790168296893018,6082.08,0.03810799,4.1961007,-0.3351267,0.4960149069459052,-0.025817555938037806
SPLUS-n02n01_000007943,6037.16,4.392,0.042208,-0.029,0.1459741800920602,5996.2544,0.021586804,4.1190877,0.0048784614,0.4828089990397366,0.18588640275387291
SPLUS-n02n28_000009040,5378.03,4.328,0.380546,-0.45,-0.4465981012658231,5491.952,0.2868493,4.423965,-0.33142075,0.3321093785724083,0.07573149741824459
SPLUS-n02n27_000006372,5780.73,4.272,0.227929,-0.644,-0.0845619965477562,5791.072,0.25378805,4.051585,-0.59612864,0.4241803466093556,-0.020654044750430423
SPLUS-n02s18_000002595,5452.93,4.351,0.357536,-0.343,-0.3792613636363633,5521.6553,0.28042352,4.387758,-0.2744919,0.34923407563217346,0.11531841652323571
SPLUS-s02s08_000010455,5838.86,4.353,-0.013614,-0.007,-0.03230185558112808,5623.8633,0.3470066,4.5539703,-0.12182429,0.43747084914719453,0.11876075731497338
SPLUS-n04s42_000006968,5636.4,4.486,0.159851,-0.279,-0.21431782220943596,5661.0103,0.23271792,4.3132005,-0.22824934,0.39118158123370983,0.34767641996557597
SPLUS-n02n27_000005539,5300.45,4.595,0.060577,0.064,-0.516344217491369,5392.4946,0.13407792,4.5208907,0.105903365,0.31437194201838226,0.5352839931153177
SPLUS-n03s26_000011564,5618.68,4.424,0.136161,-0.01,-0.23024848964326772,5687.044,0.1778389,4.2169614,-0.16613251,0.3871301842791166,0.24096385542168708
SPLUS-n02n18_000012417,5868.97,4.313,0.028769,0.055,-0.0052323072497122425,5814.766,0.11798338,4.24943,-0.097843,0.44435502309204805,0.04991394148020589
SPLUS-n03s19_000002237,5477.37,4.259,0.434908,-0.498,-0.3572892692750287,5583.5786,0.34134904,4.3403196,-0.45392188,0.35482189400521286,-0.04302925989672968
SPLUS-s02s03_000013545,5819.92,4.089,0.336203,-0.42,-0.049329329689297374,5767.731,0.2199033,4.0507865,-0.45528826,0.43314051854222885,-0.3356282271944915
SPLUS-n01s25_000006190,5732.51,4.16,0.16499,-0.183,-0.1279128308400459,5773.5864,0.18458645,4.168218,-0.21840617,0.41315560839544563,-0.21342512908777955
SPLUS-n02s26_000009518,5622.7,4.423,0.404711,-0.751,-0.22663442174913673,5638.021,0.33636317,4.284596,-0.6366082,0.3880492935205085,0.23924268502581736
SPLUS-n02s24_000005246,5042.07,4.687,0.155462,-0.084,-0.7486334867663986,5153.68,0.13220134,4.5644655,0.048192993,0.2552974530156842,0.693631669535284
SPLUS-n01s24_000001546,5331.57,4.539,0.20567,-0.251,-0.48836665707710036,5413.4976,0.2384448,4.492087,-0.23182032,0.3214870364442818,0.4388984509466427
SPLUS-n02s18_000006930,5783.99,4.249,0.16958,-0.504,-0.08163118527042545,5871.0576,0.17322786,4.235647,-0.47689414,0.4249256939046139,-0.060240963855422436
SPLUS-n01s22_000004091,5548.21,3.958,0.249765,-0.368,-0.2936025604142687,5656.988,0.26817486,4.046272,-0.31277347,0.37101833645800003,-0.5611015490533564
SPLUS-n05s43_000009497,5755.72,4.308,0.368013,-0.833,-0.10704653337169123,5822.3135,0.251077,4.13378,-0.7600603,0.418462206776716,0.04130808950085996
SPLUS-n05s43_000010494,5762.09,4.43,0.160258,-0.456,-0.10131976409666255,5781.5776,0.20126309,4.1628003,-0.3810728,0.41991860624628474,0.25129087779690096
SPLUS-s02s08_000000406,5301.19,4.445,0.464348,-0.869,-0.5156789413118528,5467.427,0.33778393,4.4507833,-0.7018958,0.31454113128172295,0.27710843373493965
SPLUS-n01s38_000003125,5164.61,4.465,0.090772,0.03,-0.638467347525892,5213.0513,0.1342103,4.5094905,0.11389852,0.2833142804883625,0.3115318416523225
SPLUS-n01s25_000005147,5775.03,4.116,0.298724,-0.727,-0.08968642117376291,5787.838,0.30085135,4.1727967,-0.66658133,0.4228771320133522,-0.289156626506025
SPLUS-s02s04_000002674,5004.92,3.766,0.272747,-0.079,-0.7820321490218642,5150.298,0.13755874,4.185021,-0.03352263,0.24680369472769673,-0.8915662650602405
SPLUS-n02n25_000000920,5448.93,3.952,0.436563,-0.409,-0.38285745109321034,5546.904,0.33906302,4.333367,-0.38262466,0.3483195390735745,-0.5714285714285712
SPLUS-n04s02_000005442,5374.06,3.974,-0.049547,0.261,-0.45016721806674287,5594.1406,0.08622596,4.10826,0.20716125,0.3312017010379991,-0.5335628227194489
SPLUS-s02s16_000007403,6166.11,4.105,-0.03154,-0.633,0.2619030494821635,6110.976,0.024117135,4.0646014,-0.44502768,0.5122913713475696,-0.30808950086058484
SPLUS-s02s22_000005823,5621.78,4.024,0.306725,-0.143,-0.2274615218642122,5708.0083,0.12441487,4.034378,-0.06874071,0.38783895011203057,-0.4475043029259895
SPLUS-n02n21_000006950,5345.33,3.838,0.326103,-0.266,-0.47599611622554683,5439.4907,0.32268673,3.9806087,-0.3686073,0.3246330422058621,-0.7676419965576589
SPLUS-n02s21_000007427,5216.73,4.736,0.101713,-0.177,-0.5916103279631768,5245.523,0.1821269,4.576461,-0.1852284,0.29523069184690637,0.7779690189328736
SPLUS-n05s02_000018421,5786.91,3.941,0.238023,-0.641,-0.07900604142692735,5866.053,0.10735009,4.0661626,-0.30759367,0.42559330559239106,-0.5903614457831328
SPLUS-n02n21_000003836,6039.69,4.353,0.138667,-0.572,0.1482487054085153,5962.388,0.16742156,4.1674886,-0.84765375,0.48338744341305034,0.11876075731497338
SPLUS-n02n20_000009255,6128.81,4.066,0.114513,-1.715,0.22836953394706594,6148.6523,0.1279878,4.054773,-1.5417935,0.5037633179386346,-0.3752151462994844
SPLUS-n01s18_000001267,5928.19,4.202,0.148419,-1.128,0.048007767548906344,5893.521,0.18688889,4.1113324,-1.1876049,0.4578947368421051,-0.1411359724612744
SPLUS-n04s02_000004023,5610.29,3.918,0.322627,-0.496,-0.23779128308400477,5743.5386,0.20776285,4.067096,-0.41464797,0.3852119438474552,-0.6299483648881239
SPLUS-n02n23_000012670,5125.24,4.436,0.415264,-0.536,-0.6738618383199082,5263.226,0.36083877,4.53142,-0.4886714,0.27431295441035247,0.2616179001721166
SPLUS-n06s42_000012833,5974.17,4.175,-0.015651,-0.064,0.08934479286536234,5821.9717,0.09920876,4.1038995,-0.28284544,0.4684073345831999,-0.18760757314974263
SPLUS-n04s44_000004638,5734.78,4.2,0.408713,-0.422,-0.12587205120828582,5742.5522,0.29643434,4.130741,-0.41366372,0.41367460789245036,-0.14457831325301207
SPLUS-n04s42_000005922,5658.57,4.362,0.154238,-0.614,-0.1943865074798623,5773.87,0.11083019,4.2731824,-0.4411858,0.39625040010974427,0.13425129087779641
SPLUS-n02n25_000002123,5514.75,4.243,0.27304,-1.25,-0.32368383199079354,5642.3896,0.33216405,4.2566752,-1.1379974,0.36336823814531993,-0.07056798623063631
SPLUS-s02s08_000008648,5609.52,3.859,0.344808,-0.507,-0.23848352991944743,5510.1006,0.31237683,4.285776,-0.32008135,0.385035895559925,-0.7314974182444063
SPLUS-n04s02_000003288,5606.03,4.559,0.145853,-0.063,-0.24162111622554683,5579.5703,0.2149896,4.39598,-0.1418228,0.3842379624125474,0.47332185886402733
SPLUS-n03s26_000008125,5298.38,4.621,0.138941,-0.059,-0.5182051927502878,5273.895,0.24510472,4.5510383,-0.31119797,0.3138986693493072,0.580034423407918
SPLUS-n02s28_000004155,5382.39,4.508,0.272726,-0.466,-0.4426783659378595,5443.4863,0.28911537,4.4001827,-0.41953826,0.33310622342128127,0.38554216867469826
SPLUS-n03s22_000007577,5860.83,4.259,0.125838,-0.333,-0.012550345224395798,5850.4087,0.1381679,4.142361,-0.44554386,0.4424939411952992,-0.04302925989672968
SPLUS-n03s18_000011929,5295.93,4.371,0.232702,-0.011,-0.5204077963176061,5432.9297,0.14496872,4.467043,0.11540844,0.3133385157071654,0.14974182444062034
SPLUS-n01s24_000002773,5115.05,3.794,0.262823,-0.07,-0.6830228711162256,5323.905,0.15433817,4.3971915,0.07311577,0.27198317252732174,-0.8433734939759034
SPLUS-n01s27_000004435,5451.86,4.325,0.190565,-0.226,-0.3802233170310707,5553.2734,0.19687475,4.3479605,-0.2316961,0.348989437102748,0.0705679862306372
SPLUS-s02s13_000000373,5726.58,4.01,0.253425,-0.554,-0.13324403049482125,5722.498,0.1596406,4.235848,-0.8688595,0.41179980794732274,-0.4716006884681585
SPLUS-s02s09_000006201,5794.47,4.372,0.052921,0.036,-0.07220943613348663,5658.6367,0.24825211,4.1814847,-0.18017626,0.427321779688143,0.15146299483648828
SPLUS-n03s19_000001147,5775.79,4.22,0.262499,-0.64,-0.08900316455696178,5764.807,0.29315212,4.2158237,-0.6301378,0.42305089395948603,-0.11015490533562922
SPLUS-n03s25_000008169,5331.28,4.547,0.239292,-0.287,-0.4886273734177218,5439.084,0.21569285,4.4827113,-0.14824247,0.32142073254378334,0.452667814113596
SPLUS-n02n20_000007688,5237.83,4.632,0.426593,-0.554,-0.5726409666283088,5314.6846,0.35887086,4.400328,-0.4547797,0.3000548721935158,0.5989672977624778
SPLUS-n01s21_000004517,5689.53,3.975,0.192099,-0.992,-0.16655279056386618,5801.3936,0.28271198,4.055946,-0.90795296,0.40332891307330015,-0.53184165232358
SPLUS-s02s22_000007969,5979.19,4.125,-0.008571,-0.411,0.09385788262370554,6036.7363,0.03361817,4.047241,-0.4438531,0.4695550779642416,-0.273666092943202
SPLUS-n02n24_000004257,5576.43,3.939,-0.052141,0.094,-0.26823216340621325,5642.4834,0.10593294,4.153932,0.12481857,0.3774703918789155,-0.5938037865748713
SPLUS-s03s04_000011462,5694.28,4.278,0.346685,-0.657,-0.16228243670886044,5597.756,0.33899015,4.2055373,-0.7976529,0.40441492523663636,-0.010327022375216544
SPLUS-n03s21_000016181,5914.24,4.294,0.131489,-0.317,0.03546641254315297,5894.651,0.13536508,4.187418,-0.37510353,0.45470529059399145,0.017211703958690983
SPLUS-n02n25_000002081,5235.23,4.492,0.19753,0.148,-0.5749784234752591,5238.4995,0.11653729,4.5717754,0.12164935,0.29946042343042656,0.3580034423407916
SPLUS-n03s43_000010957,5628.01,4.514,0.239494,-0.669,-0.22186061565017212,5684.8423,0.3297428,4.2114344,-0.5001426,0.38926334080204866,0.3958691910499139
SPLUS-n07s40_000023920,5668.61,4.532,0.12143,-0.124,-0.18536032796317592,5746.1484,0.15732738,4.2187104,-0.09650236,0.3985458868718277,0.4268502581755591
SPLUS-n01s19_000010535,5698.48,4.078,0.268251,-0.524,-0.15850654487917204,5760.7417,0.10460282,4.1378627,-0.45420632,0.405375188623165,-0.35456110154905307
SPLUS-n01s20_000004308,5513.49,4.313,0.104694,-0.119,-0.32481659953970077,5577.499,0.13885199,4.3445497,-0.012218133,0.3630801591293612,0.04991394148020589
SPLUS-n04n01_000012143,5201.56,4.562,0.339999,-0.404,-0.6052484896432677,5331.761,0.22888711,4.4145403,0.07643446,0.2917623119484202,0.4784853700516347
